procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 EDT
 0  1      0 30340880      0 1566168    0    0    23    17    6    8  0  1 99  0  0 2024-03-18 19:21:46
 1  0      0 30336884      0 1568400    0    0  2068     0 3175 3030  5  2 93  0  0 2024-03-18 19:21:47
 2  0      0 30856292      0 1126072    0    0    72  1805 3113 2323  2  9 88  0  0 2024-03-18 19:21:48
 0  0      0 31269188      0 878468    0    0 23316    36 3591 3390  5  8 86  0  0 2024-03-18 19:21:49
 1  1      0 31251368      0 880608    0    0  4160     0 3000 3211  4  7 90  0  0 2024-03-18 19:21:50
 3  0      0 31235036      0 884880    0    0  4556   261 7837 6789 10  6 84  0  0 2024-03-18 19:21:51
 1  0      0 31229116      0 887572    0    0  2470   473 9790 8783 12  7 81  0  0 2024-03-18 19:21:52
 1  0      0 31221896      0 889876    0    0  2618   132 8594 6943 11  7 82  0  0 2024-03-18 19:21:53
 1  0      0 31215496      0 892720    0    0  2308    70 8544 7262 11  6 83  0  0 2024-03-18 19:21:54
 1  0      0 31211076      0 896280    0    0  3124    74 7229 5822 11  6 83  0  0 2024-03-18 19:21:55
 1  0      0 31205384      0 899372    0    0  3124   114 8467 7329 12  7 82  0  0 2024-03-18 19:21:56
 1  0      0 31205604      0 902640    0    0  3032  1142 8925 8332 11  7 82  0  0 2024-03-18 19:21:57
 1  0      0 31193592      0 905928    0    0  3120    77 7212 6069 11  5 83  0  0 2024-03-18 19:21:58
 1  0      0 31189680      0 909612    0    0  2888   107 8574 7098 12  7 81  0  0 2024-03-18 19:21:59
 2  0      0 31186532      0 912000    0    0  2136   108 8351 7020 11  6 83  0  0 2024-03-18 19:22:00
 1  0      0 31180800      0 916116    0    0  3936   104 8580 8313 12  6 82  0  0 2024-03-18 19:22:01
 1  0      0 31178876      0 918404    0    0  1968   111 8782 7653 12  6 82  0  0 2024-03-18 19:22:02
 1  0      0 31177020      0 920116    0    0  1280   107 9077 8253 12  6 82  0  0 2024-03-18 19:22:03
 2  0      0 31175344      0 922632    0    0  2236   112 8887 8993 12  7 81  0  0 2024-03-18 19:22:04
 1  0      0 31173432      0 924388    0    0  1416   102 9079 7628 11  7 82  0  0 2024-03-18 19:22:05
 2  0      0 31167012      0 927064    0    0  2504   106 9484 7353 12  7 81  0  0 2024-03-18 19:22:06
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 EDT
 2  0      0 31160844      0 931456    0    0  3508   110 9365 7642 11  7 81  0  0 2024-03-18 19:22:07
 1  0      0 31150276      0 934768    0    0  3317  2190 8297 7016 11  6 83  0  0 2024-03-18 19:22:08
 1  0      0 31148304      0 936324    0    0  1288   107 9350 8760 12  7 80  0  0 2024-03-18 19:22:09
 1  0      0 31147132      0 938420    0    0  1164   145 9966 9247 12  7 81  0  0 2024-03-18 19:22:10
 1  0      0 31144188      0 940532    0    0  1881   568 11721 12894 11 10 79  0  0 2024-03-18 19:22:11
 1  0      0 31142784      0 942304    0    0  1248   144 11069 11405 14 10 76  0  0 2024-03-18 19:22:12
 2  0      0 31136008      0 944052    0    0  1396   118 8786 8118 12  8 81  0  0 2024-03-18 19:22:13
 2  0      0 31113436      0 953724    0    0   788   151 7882 7431 12  8 80  0  0 2024-03-18 19:22:14
 2  0      0 31121108      0 954500    0    0   620   142 8710 6598 11  7 82  0  0 2024-03-18 19:22:15
 3  0      0 31116468      0 956756    0    0  2068   214 10717 11108 13 10 76  0  0 2024-03-18 19:22:16
 1  0      0 31111496      0 962148    0    0  5088   267 11813 12889 14 10 76  1  0 2024-03-18 19:22:17
 1  0      0 31108624      0 964816    0    0  2700  1760 13343 15795 14 11 75  1  0 2024-03-18 19:22:18
 1  0      0 31103596      0 969932    0    0  4544   268 13692 14635 14 11 75  1  0 2024-03-18 19:22:19
 2  0      0 31090088      0 983552    0    0  4664   614 13906 17300 13 11 75  1  0 2024-03-18 19:22:20
 3  0      0 31086052      0 987752    0    0  3516   507 13786 17612 14 13 72  1  0 2024-03-18 19:22:21
 1  0      0 31092496      0 992240    0    0  3816  2356 13959 16752 14 12 74  1  0 2024-03-18 19:22:22
 1  0      0 31088376      0 995576    0    0  2744   480 16359 21117 13 14 72  1  0 2024-03-18 19:22:23
 2  0      0 31069240      0 1010236    0    0 14172   460 15746 21839 12 12 75  1  0 2024-03-18 19:22:24
 1  0      0 31044392      0 1031068    0    0 19780   380 15965 21096 12 11 77  1  0 2024-03-18 19:22:25
 2  0      0 31033292      0 1039080    0    0  6912   417 14927 18823 12 10 78  1  0 2024-03-18 19:22:26
 2  0      0 31027080      0 1042516    0    0  3184   284 12899 15897 11  9 79  1  0 2024-03-18 19:22:27
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 EDT
 2  0      0 31032348      0 1046996    0    0  3920   326 13940 16980 12  9 78  1  0 2024-03-18 19:22:28
 1  0      0 31020404      0 1052508    0    0  4648   248 13841 17123 12  9 78  1  0 2024-03-18 19:22:29
 1  0      0 31014572      0 1056092    0    0  2628   285 14208 17187 11 10 78  1  0 2024-03-18 19:22:30
 4  0      0 31007976      0 1060716    0    0  2420   318 14653 17959 11 10 78  1  0 2024-03-18 19:22:31
 3  0      0 31000988      0 1064104    0    0  2544   281 14312 17960 11 10 78  1  0 2024-03-18 19:22:32
 2  0      0 30996644      0 1067108    0    0  2296   285 14796 18770 11 10 78  1  0 2024-03-18 19:22:33
 2  0      0 30998132      0 1071408    0    0  3120  2268 13453 19826 12  9 79  1  0 2024-03-18 19:22:34
 3  0      0 30993492      0 1074724    0    0  3484   249 13048 18065 12  9 79  1  0 2024-03-18 19:22:35
 2  0      0 30984696      0 1079880    0    0  3808   257 14342 20408 12  9 78  1  0 2024-03-18 19:22:36
 3  0      0 30984976      0 1084228    0    0  3308   321 14029 16960 12 10 78  1  0 2024-03-18 19:22:37
 2  0      0 30975536      0 1087476    0    0  2196   423 14902 18907 12 10 77  1  0 2024-03-18 19:22:38
 1  0      0 30964376      0 1092192    0    0  4196   286 13698 16579 11 10 78  1  0 2024-03-18 19:22:39
 1  0      0 30952956      0 1096676    0    0  3472   390 15056 18837 11 10 78  1  0 2024-03-18 19:22:40
 2  0      0 30947408      0 1100620    0    0  3012   311 14205 17107 11 10 78  1  0 2024-03-18 19:22:41
 2  0      0 30941364      0 1104000    0    0  2088   723 14414 18827 12 11 77  1  0 2024-03-18 19:22:42
 1  0      0 30935472      0 1107948    0    0  3252   357 11804 14977 11  8 80  1  0 2024-03-18 19:22:43
 2  0      0 30921508      0 1114980    0    0  6288   412 14984 18813 11 10 78  1  0 2024-03-18 19:22:44
 2  0      0 30916144      0 1118392    0    0  2636   290 13122 16376 11  9 79  1  0 2024-03-18 19:22:45
 4  0      0 30910332      0 1122336    0    0  2788   434 13284 16439 13 11 75  1  0 2024-03-18 19:22:46
 2  0      0 30931540      0 1093440    0    0  2612   681 16959 21326 15 15 69  1  0 2024-03-18 19:22:47
 3  0      0 30924736      0 1099788    0    0  5164   337 14363 17170 13 11 75  1  0 2024-03-18 19:22:48
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 EDT
 1  0      0 30920384      0 1103424    0    0  3496   381 13127 14518 14 11 75  1  0 2024-03-18 19:22:49
 1  0      0 30914260      0 1108172    0    0  3272   972 13573 16470 14 11 74  1  0 2024-03-18 19:22:50
 2  0      0 30901800      0 1124416    0    0  7144   288 13646 15461 13 10 76  1  0 2024-03-18 19:22:51
 3  0      0 30886236      0 1135396    0    0 10640  8246 13460 16584 14 10 75  1  0 2024-03-18 19:22:52
 1  1      0 30886468      0 1143608    0    0  6884   248 12628 14946 13 10 77  1  0 2024-03-18 19:22:53
 2  0      0 30875280      0 1152196    0    0  8232   307 13576 15880 13  9 77  1  0 2024-03-18 19:22:54
 2  0      0 30863304      0 1162460    0    0  9196   243 12979 14668 13  9 77  1  0 2024-03-18 19:22:55
 2  0      0 30853336      0 1170964    0    0  8024   263 12784 15523 12  8 79  1  0 2024-03-18 19:22:56
 2  0      0 30842284      0 1177256    0    0  5812   252 12778 15773 11  8 80  1  0 2024-03-18 19:22:57
 0  0      0 30830536      0 1187932    0    0  9780   227 13046 15098 12  8 79  1  0 2024-03-18 19:22:58
 4  0      0 30823268      0 1195324    0    0  6680   222 12837 14513 12  8 79  1  0 2024-03-18 19:22:59
 2  0      0 30816252      0 1202784    0    0  6276   290 12970 15372 12  9 79  1  0 2024-03-18 19:23:00
 2  0      0 30810748      0 1207536    0    0  4936   226 12812 14679 11  9 79  1  0 2024-03-18 19:23:01
 1  0      0 30813816      0 1213228    0    0  4520   264 13339 15892 12  9 79  1  0 2024-03-18 19:23:02
 3  0      0 30804600      0 1221024    0    0  6592   227 12835 13498 12  8 80  1  0 2024-03-18 19:23:03
 1  0      0 30796900      0 1226624    0    0  5420   222 12514 14207 12  8 79  1  0 2024-03-18 19:23:04
 2  0      0 30787368      0 1236104    0    0  8980   193 12082 13490 12  9 79  1  0 2024-03-18 19:23:05
 1  0      0 30778140      0 1244804    0    0  5784   256 12602 16239 12  9 78  1  0 2024-03-18 19:23:06
 2  0      0 30768108      0 1249960    0    0  4668   260 12837 14183 12  9 78  1  0 2024-03-18 19:23:07
 1  0      0 30771436      0 1254272    0    0  3728  1924 13715 16289 12  9 79  1  0 2024-03-18 19:23:08
 1  0      0 30777064      0 1257636    0    0  3032   256 13487 15174 11  9 79  1  0 2024-03-18 19:23:09
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 EDT
 1  0      0 30770088      0 1262364    0    0  3596   256 13737 15035 11 10 78  1  0 2024-03-18 19:23:10
 2  0      0 30760092      0 1267528    0    0  4284   290 13992 16377 11 10 79  1  0 2024-03-18 19:23:11
 1  0      0 30748368      0 1275104    0    0  6496   256 14567 17625 11  9 79  1  0 2024-03-18 19:23:12
 1  0      0 30737932      0 1279036    0    0  3156   289 12588 16723 11  9 79  1  0 2024-03-18 19:23:13
 1  0      0 30729132      0 1284680    0    0  5296   290 13714 17667 12  8 79  1  0 2024-03-18 19:23:14
 2  0      0 30720620      0 1288820    0    0  3128   256 13339 18484 12  9 79  1  0 2024-03-18 19:23:15
 2  0      0 30712332      0 1293668    0    0  3880   239 13144 19143 13 10 77  1  0 2024-03-18 19:23:16
 5  0      0 30704012      0 1299028    0    0  4448   273 12679 17656 13 11 75  1  0 2024-03-18 19:23:17
 1  0      0 30720652      0 1303672    0    0  4456   728 13713 15569 13 11 76  1  0 2024-03-18 19:23:18
 2  0      0 30707808      0 1313224    0    0  3956   271 13541 15349 13 11 76  1  0 2024-03-18 19:23:19
 1  0      0 30692196      0 1320480    0    0  3012   464 14540 17402 14 12 74  1  0 2024-03-18 19:23:20
 2  0      0 30686736      0 1325348    0    0  3804   349 13298 16303 13 12 75  1  0 2024-03-18 19:23:21
 4  0      0 30680500      0 1328044    0    0  1980 11773 14487 18001 13 13 74  1  0 2024-03-18 19:23:22
 3  0      0 30676076      0 1331552    0    0  2388   343 14440 17073 13 11 75  1  0 2024-03-18 19:23:23
 2  0      0 30671572      0 1335232    0    0  3380   288 13832 15948 13 11 75  1  0 2024-03-18 19:23:24
 2  0      0 30667328      0 1339340    0    0  3008   301 13421 15369 12 10 77  1  0 2024-03-18 19:23:25
 2  0      0 30663856      0 1342488    0    0  2904   318 13557 16866 11 10 78  1  0 2024-03-18 19:23:26
 2  0      0 30659412      0 1346272    0    0  2572   328 13305 16102 11 10 78  1  0 2024-03-18 19:23:27
 2  0      0 30665448      0 1349848    0    0  2756   280 14790 16160 11 10 78  1  0 2024-03-18 19:23:28
 3  0      0 30656904      0 1353176    0    0  2476   318 13840 16676 11 10 78  1  0 2024-03-18 19:23:29
 3  0      0 30649784      0 1356672    0    0  3036   292 13297 16116 11 10 78  1  0 2024-03-18 19:23:30
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 EDT
 2  0      0 30641656      0 1361440    0    0  3788   223 12517 13158 12  8 80  1  0 2024-03-18 19:23:31
 1  0      0 30637684      0 1364880    0    0  2628   351 14385 16180 11 10 79  1  0 2024-03-18 19:23:32
 1  0      0 30633228      0 1367952    0    0  2808   223 12484 12744 12  8 80  1  0 2024-03-18 19:23:33
 1  0      0 30628496      0 1371884    0    0  3632   255 14062 15725 11 10 78  1  0 2024-03-18 19:23:34
 1  0      0 30621928      0 1375292    0    0  2188   351 13735 16155 11  9 79  1  0 2024-03-18 19:23:35
 1  0      0 30616832      0 1378236    0    0  2160   327 13434 16005 12  9 79  1  0 2024-03-18 19:23:36
 2  0      0 30609512      0 1382912    0    0  3500   285 13586 16707 11  9 79  1  0 2024-03-18 19:23:37
 3  0      0 30604912      0 1386324    0    0  2760   252 13224 15079 11 10 79  1  0 2024-03-18 19:23:38
 2  0      0 30598300      0 1389664    0    0  2876   252 12750 15385 11  9 79  1  0 2024-03-18 19:23:39
 1  0      0 30593172      0 1393204    0    0  2980   256 12636 17447 12  9 78  1  0 2024-03-18 19:23:40
 4  0      0 30583872      0 1399456    0    0  4172   219 11959 16396 12  9 79  1  0 2024-03-18 19:23:41
 2  0      0 30577700      0 1403584    0    0  3580  1728 13598 16535 12 10 78  0  0 2024-03-18 19:23:42
 1  0      0 30570124      0 1408344    0    0  3468   255 12772 15831 12  9 79  1  0 2024-03-18 19:23:43
 1  0      0 30577584      0 1411116    0    0  2188   252 12791 18891 12  9 79  1  0 2024-03-18 19:23:44
 2  0      0 30572752      0 1413016    0    0  1452   157 10400 10884 12  7 82  0  0 2024-03-18 19:23:45
 1  0      0 30567964      0 1415500    0    0  1428   174 10849 10942 12  8 79  0  0 2024-03-18 19:23:46
 1  0      0 30561616      0 1419540    0    0  3452   269 12781 15531 13 11 75  1  0 2024-03-18 19:23:47
 2  0      0 30551872      0 1424352    0    0  3996   231 12755 16342 13 11 75  1  0 2024-03-18 19:23:48
 2  0      0 30536164      0 1436716    0    0  4064   287 13937 19575 13 12 74  1  0 2024-03-18 19:23:49
 1  0      0 30528624      0 1441332    0    0  3436   459 13738 18139 13 11 75  1  0 2024-03-18 19:23:50
 3  0      0 30518984      0 1444768    0    0  2976   310 14229 20357 14 12 74  1  0 2024-03-18 19:23:51
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 EDT
 1  0      0 30522892      0 1450268    0    0  4448 10391 13708 16590 13 11 75  1  0 2024-03-18 19:23:52
 2  0      0 30517700      0 1453884    0    0  2664   380 14090 19060 13 12 74  1  0 2024-03-18 19:23:53
 3  0      0 30502992      0 1465720    0    0  2432   362 13995 16890 14 12 74  1  0 2024-03-18 19:23:54
 2  0      0 30498584      0 1469076    0    0  2620   375 12700 14653 13 10 77  1  0 2024-03-18 19:23:55
 1  0      0 30492928      0 1472684    0    0  3144   259 13091 15632 12  9 79  1  0 2024-03-18 19:23:56
 1  0      0 30488404      0 1476796    0    0  2964   285 13181 15849 11  9 79  1  0 2024-03-18 19:23:57
 2  0      0 30485408      0 1479576    0    0  2952   252 13675 16357 11 10 78  1  0 2024-03-18 19:23:58
 1  0      0 30479228      0 1484900    0    0  3640   227 13128 14803 12  9 79  1  0 2024-03-18 19:23:59
 1  0      0 30471408      0 1489132    0    0  3852   219 12419 15171 12  9 79  1  0 2024-03-18 19:24:00
 1  0      0 30473000      0 1493728    0    0  3940   256 13306 16407 11 10 78  1  0 2024-03-18 19:24:01
 1  0      0 30474628      0 1497988    0    0  3848   222 12272 15056 11  8 80  1  0 2024-03-18 19:24:02
 1  0      0 30465872      0 1501212    0    0  3000   252 13113 19099 11  9 79  1  0 2024-03-18 19:24:03
 1  0      0 30470904      0 1505252    0    0  2248   255 14530 17856 11 10 78  1  0 2024-03-18 19:24:04
 2  0      0 30473992      0 1508040    0    0  2456   255 13745 16288 12 10 78  1  0 2024-03-18 19:24:05
 1  1      0 30468700      0 1512252    0    0  3228   223 12650 14232 11  9 79  1  0 2024-03-18 19:24:06
 2  0      0 30461848      0 1515396    0    0  2648   219 13225 15562 11  9 78  1  0 2024-03-18 19:24:07
 1  0      0 30456724      0 1519352    0    0  3388   288 13187 16151 11  9 79  1  0 2024-03-18 19:24:08
 2  0      0 30447216      0 1524296    0    0  4024   219 13862 15468 11  9 78  1  0 2024-03-18 19:24:09
 1  0      0 30447968      0 1528524    0    0  3136   252 13896 15574 11 10 79  1  0 2024-03-18 19:24:10
 2  0      0 30439556      0 1534644    0    0  5624   252 13622 16286 11  9 79  1  0 2024-03-18 19:24:11
 1  1      0 30433220      0 1538260    0    0  3004   321 13935 22632 11 10 78  1  0 2024-03-18 19:24:12
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 EDT
 1  0      0 30427396      0 1541104    0    0  1960   963 12265 17038 12  9 79  1  0 2024-03-18 19:24:13
 1  0      0 30419428      0 1543940    0    0  2552   252 13782 17974 12  9 79  1  0 2024-03-18 19:24:14
 2  0      0 30413588      0 1547868    0    0  3032   277 13461 18638 11 10 79  1  0 2024-03-18 19:24:15
 3  0      0 30407996      0 1551864    0    0  2868   302 14017 18973 12 11 76  1  0 2024-03-18 19:24:16
 1  0      0 30401384      0 1556280    0    0  2536   337 13797 18787 13 11 74  1  0 2024-03-18 19:24:17
 1  0      0 30395576      0 1559272    0    0  2068   348 14259 19585 14 12 74  1  0 2024-03-18 19:24:18
 2  0      0 30397820      0 1563340    0    0  3484   242 13820 19013 13 11 75  1  0 2024-03-18 19:24:19
 4  0      0 30390760      0 1568156    0    0  3436   496 13275 17104 13 10 76  1  0 2024-03-18 19:24:20
 1  0      0 30407400      0 1539304    0    0  3484   243 13432 18210 14 13 73  1  0 2024-03-18 19:24:21
 2  0      0 30403984      0 1542440    0    0  2628 10511 13963 19550 13 13 73  1  0 2024-03-18 19:24:22
 5  0      0 30397284      0 1549532    0    0  5988   309 13401 15871 13 10 76  1  0 2024-03-18 19:24:23
 3  0      0 30392852      0 1552784    0    0  2240   343 14585 19246 13 12 74  1  0 2024-03-18 19:24:24
 4  0      0 30388920      0 1555732    0    0  1912   335 13688 17440 14 11 74  1  0 2024-03-18 19:24:25
 1  0      0 30385876      0 1567004    0    0  2120   378 13888 17280 14 12 74  1  0 2024-03-18 19:24:26
 0  0      0 30376860      0 1570832    0    0  3412   430 14579 19490 12 10 77  1  0 2024-03-18 19:24:27
 1  0      0 30370776      0 1574204    0    0  2548   318 13848 16916 12  9 79  1  0 2024-03-18 19:24:28
 1  0      0 30363472      0 1578232    0    0  2584   285 14249 16665 12  9 78  1  0 2024-03-18 19:24:29
 0  0      0 30359516      0 1580700    0    0  2496   273 14037 15379 12 10 78  1  0 2024-03-18 19:24:30
 2  0      0 30365912      0 1586096    0    0  4172   223 12378 15395 12  9 79  1  0 2024-03-18 19:24:31
 2  0      0 30357516      0 1592204    0    0  5440   259 13100 16023 12 10 78  0  0 2024-03-18 19:24:32
 1  1      0 30358344      0 1599216    0    0  6352   256 12799 16218 11  9 79  1  0 2024-03-18 19:24:33
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 EDT
 2  0      0 30351924      0 1604288    0    0  3956   282 14418 20383 12  9 79  1  0 2024-03-18 19:24:34
 2  0      0 30347760      0 1607016    0    0  2708   256 12844 18175 11 10 78  1  0 2024-03-18 19:24:35
 3  0      0 30343592      0 1611624    0    0  3384   256 13496 19032 12  9 78  1  0 2024-03-18 19:24:36
 4  0      0 30337152      0 1617120    0    0  4924   252 13750 16677 11 10 78  1  0 2024-03-18 19:24:37
 4  0      0 30331552      0 1621564    0    0  3356   251 13302 18326 12 10 78  1  0 2024-03-18 19:24:38
 2  0      0 30324272      0 1621760    0    0  2976   350 13958 18381 11 10 78  1  0 2024-03-18 19:24:39
 2  0      0 30315684      0 1627620    0    0  4992   218 11648 14899 12  8 80  1  0 2024-03-18 19:24:40
 3  0      0 30309304      0 1633328    0    0  5040   223 14127 14622 12  9 79  1  0 2024-03-18 19:24:41
 1  0      0 30303380      0 1639888    0    0  6188   223 13368 14625 12  9 79  1  0 2024-03-18 19:24:42
 1  0      0 30293104      0 1646716    0    0  6036   288 13499 16885 12  9 79  1  0 2024-03-18 19:24:43
 1  0      0 30282540      0 1654092    0    0  6352  2956 13097 14759 11  9 79  1  0 2024-03-18 19:24:44
 1  0      0 30271448      0 1660520    0    0  5956   322 13668 18270 12  9 78  1  0 2024-03-18 19:24:45
 2  0      0 30262324      0 1666560    0    0  4928   332 14131 18166 12 10 77  1  0 2024-03-18 19:24:46
 1  0      0 30252708      0 1673060    0    0  5708   281 13953 15684 13 11 76  1  0 2024-03-18 19:24:47
 3  0      0 30245220      0 1679724    0    0  6280   243 13534 14813 13 10 76  1  0 2024-03-18 19:24:48
 1  0      0 30235048      0 1687604    0    0  6888  2237 13381 15486 13 10 76  1  0 2024-03-18 19:24:49
 3  0      0 30236964      0 1693144    0    0  4624   442 13619 14115 13 11 76  1  0 2024-03-18 19:24:50
 1  0      0 30225816      0 1699808    0    0  6792   241 12680 14408 13  9 77  1  0 2024-03-18 19:24:51
 2  0      0 30229776      0 1705684    0    0  4772   274 13770 16485 14 10 75  1  0 2024-03-18 19:24:52
 2  0      0 30214148      0 1718256    0    0  2036 12804 13095 14566 13 11 75  1  0 2024-03-18 19:24:53
 1  0      0 30210132      0 1721612    0    0  2308   421 13552 15208 14 12 74  0  0 2024-03-18 19:24:54
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 EDT
 2  0      0 30205428      0 1725600    0    0  3672   312 13631 15926 13 12 75  1  0 2024-03-18 19:24:55
 3  0      0 30212648      0 1728992    0    0  2912   294 13098 16653 12  9 79  1  0 2024-03-18 19:24:56
 1  0      0 30206984      0 1732968    0    0  2492   325 14361 17653 11 10 79  1  0 2024-03-18 19:24:57
 2  0      0 30200612      0 1736524    0    0  3100   318 15210 18987 12 10 78  1  0 2024-03-18 19:24:58
 2  0      0 30202496      0 1745320    0    0  7472   219 12281 13391 12  8 80  1  0 2024-03-18 19:24:59
 3  0      0 30190312      0 1754756    0    0  8656   161 11274 12095 12  7 80  1  0 2024-03-18 19:25:00
 1  0      0 30180488      0 1760876    0    0  5544   219 12047 13772 12  9 79  1  0 2024-03-18 19:25:01
 1  0      0 30168196      0 1768336    0    0  7188   256 13357 14742 12  9 79  1  0 2024-03-18 19:25:02
 1  0      0 30154992      0 1775600    0    0  6412   248 14107 17286 12  9 79  1  0 2024-03-18 19:25:03
 1  0      0 30143944      0 1781896    0    0  5544   252 12667 16522 11  9 79  1  0 2024-03-18 19:25:04
 1  0      0 30136304      0 1787724    0    0  5140  2100 13389 14898 12  9 79  1  0 2024-03-18 19:25:05
 1  0      0 30139748      0 1793152    0    0  3756   409 12968 15361 12 10 78  1  0 2024-03-18 19:25:06
 1  0      0 30129432      0 1800540    0    0  6608   282 12868 15595 12  9 78  1  0 2024-03-18 19:25:07
 2  0      0 30117984      0 1809692    0    0  9048   289 12592 14151 11  9 79  1  0 2024-03-18 19:25:08
 2  0      0 30109912      0 1815240    0    0  4632   256 12604 14831 11  9 79  1  0 2024-03-18 19:25:09
 1  0      0 30100812      0 1821536    0    0  5864   315 12809 15113 12 10 78  1  0 2024-03-18 19:25:10
 1  0      0 30091996      0 1827804    0    0  5216   227 13447 14164 11  9 79  1  0 2024-03-18 19:25:11
 1  0      0 30082052      0 1836664    0    0  7916   190 11949 12796 11  8 80  1  0 2024-03-18 19:25:12
 2  0      0 30071692      0 1844064    0    0  7532   187 12489 14545 12  9 79  1  0 2024-03-18 19:25:13
 1  0      0 30060344      0 1852048    0    0  6816   223 11932 13421 11  8 80  1  0 2024-03-18 19:25:14
 2  0      0 30052616      0 1859000    0    0  6552   223 11536 12760 12  8 80  0  0 2024-03-18 19:25:15
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 EDT
 1  0      0 30039488      0 1862360    0    0 10392   210 9875 9787 13  7 79  1  0 2024-03-18 19:25:16
 1  0      0 29960876      0 1940248    0    0 78324    39 5500 4177 12  4 84  0  0 2024-03-18 19:25:17
 1  0      0 29926660      0 1974896    0    0 33496   111 7321 5895 12  5 83  0  0 2024-03-18 19:25:18
 1  0      0 29908372      0 1995904    0    0 21000   143 8472 7916 13  6 81  0  0 2024-03-18 19:25:19
 1  0      0 29883044      0 2020832    0    0 24732   173 9238 10222 13  6 80  1  0 2024-03-18 19:25:20
 2  0      0 29851124      0 2055028    0    0 33636   252 7506 6755 12  5 82  0  0 2024-03-18 19:25:21
 1  0      0 29781132      0 2123516    0    0 68216    71 5272 4253 12  4 84  0  0 2024-03-18 19:25:22
 1  0      0 29741876      0 2162944    0    0 38740  5249 9207 11358 13  8 79  0  0 2024-03-18 19:25:23
 2  0      0 29749100      0 2167684    0    0  4184   279 13030 15511 13 11 75  1  0 2024-03-18 19:25:24
 2  0      0 29743908      0 2172144    0    0  3424   310 13386 15182 13 11 75  1  0 2024-03-18 19:25:25
 2  0      0 29736716      0 2176280    0    0  4004   274 13423 15054 13 11 75  1  0 2024-03-18 19:25:26
 1  0      0 29721404      0 2191208    0    0  5204   273 12966 14847 13 11 75  1  0 2024-03-18 19:25:27
 1  0      0 29715184      0 2196324    0    0  4956   267 14086 15766 13 11 76  1  0 2024-03-18 19:25:28
 1  1      0 29708940      0 2202516    0    0  4964   271 13322 14743 14 10 76  1  0 2024-03-18 19:25:29
 1  0      0 29703940      0 2207888    0    0  4932   236 12705 13925 12  9 78  0  0 2024-03-18 19:25:30
 2  0      0 29704668      0 2216004    0    0  6948   259 12736 15854 12  9 78  1  0 2024-03-18 19:25:31
 2  0      0 29695752      0 2222108    0    0  4340   252 12507 15552 12  9 79  1  0 2024-03-18 19:25:32
 1  0      0 29687084      0 2229400    0    0  7008   224 12566 14914 11  9 80  1  0 2024-03-18 19:25:33
 2  0      0 29677156      0 2236488    0    0  5908   244 12334 15601 11  8 80  1  0 2024-03-18 19:25:34
 2  0      0 29666032      0 2244016    0    0  6648   248 12736 16432 12  8 79  1  0 2024-03-18 19:25:35
 2  0      0 29653748      0 2251620    0    0  7236   352 15231 18476 11  9 79  1  0 2024-03-18 19:25:36
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 EDT
 1  0      0 29645136      0 2258520    0    0  5488  2061 13052 15928 11  9 79  1  0 2024-03-18 19:25:37
 2  0      0 29649424      0 2265200    0    0  5940   256 12432 14118 12  9 79  1  0 2024-03-18 19:25:38
 2  0      0 29642316      0 2270524    0    0  4856   255 13062 14723 12  9 79  1  0 2024-03-18 19:25:39
 2  0      0 29631684      0 2279332    0    0  7884   223 12648 14658 12  8 79  1  0 2024-03-18 19:25:40
 2  0      0 29618912      0 2286600    0    0  6928   252 12056 13376 11  9 79  1  0 2024-03-18 19:25:41
