procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 EDT
 1  0      0 31090744      0 623928    0    0     0  9937 32648 72454  6 12 82  0  0 2024-03-18 19:27:13
 3  0      0 31076596      0 624456    0    0     0 11600 34675 75248  6 14 80  0  0 2024-03-18 19:27:14
 1  0      0 31068768      0 623200    0    0     0  9405 33509 68471  6 13 81  0  0 2024-03-18 19:27:15
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 EDT
 3  0      0 31127876      0 575196    0    0     0 13272 36891 82728  6 16 77  1  0 2024-03-18 19:27:16
 4  0      0 31114404      0 574492    0    0     0 10060 34110 70755  6 12 81  0  0 2024-03-18 19:27:17
 0  0      0 31112416      0 574696    0    0     0 10891 33103 72175  6 15 79  0  0 2024-03-18 19:27:18
 0  0      0 31135220      0 566980    0    0     0 23933 35504 75053  6 14 80  0  0 2024-03-18 19:27:19
 1  0      0 31131632      0 565576    0    0     0 10292 35377 72304  6 13 81  0  0 2024-03-18 19:27:20
 1  0      0 31298236      0 564052    0    0     0 26019 37005 74982  5 15 79  1  0 2024-03-18 19:27:21
 3  0      0 31315596      0 563672    0    0     0 11015 34271 74840  6 13 80  0  0 2024-03-18 19:27:22
 2  0      0 31302176      0 563820    0    0     0 11048 39619 83603  6 13 81  0  0 2024-03-18 19:27:23
 2  0      0 31285284      0 563460    0    0     0 10714 32715 75770  6 13 81  0  0 2024-03-18 19:27:24
 2  0      0 31282528      0 563848    0    0     0 11835 38119 82436  6 14 79  1  0 2024-03-18 19:27:25
 3  0      0 31419864      0 471128    0    0     0 10285 34229 73830  6 15 78  0  0 2024-03-18 19:27:26
 0  0      0 31416600      0 471084    0    0     0 10803 33344 73669  6 13 81  0  0 2024-03-18 19:27:27
 4  0      0 31407300      0 461988    0    0     0 11123 30820 71107  6 13 81  0  0 2024-03-18 19:27:28
 0  0      0 31405444      0 467184    0    0     0  7414 20249 49148  4  8 88  0  0 2024-03-18 19:27:29
 0  0      0 31405444      0 467184    0    0     0     0  103  160  0  0 100  0  0 2024-03-18 19:27:30
 0  0      0 31405444      0 467184    0    0     0     0  111  166  0  0 100  0  0 2024-03-18 19:27:31
 0  0      0 31405444      0 467188    0    0     0     0  119  159  0  0 100  0  0 2024-03-18 19:27:32
 0  0      0 31405444      0 467188    0    0     0     0  115  178  0  0 100  0  0 2024-03-18 19:27:33
