# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 138K of event 'cycles'
# Event count (approx.): 1028843085381
#
# Overhead       sys       usr      Pid:Command        
# ........  ........  ........  .......................
#
     0.02%     0.02%     0.00%    14804:kworker/3:2    
     0.02%     0.01%     0.02%    14831:ps             
     0.02%     0.01%     0.01%    14781:vmstat         
     0.02%     0.02%     0.00%    11278:kworker/7:0-mm_
     0.02%     0.01%     0.00%    14836:ps             
     0.02%     0.01%     0.01%    14821:systemctl      
     0.02%     0.02%     0.00%    11778:kworker/5:0-xfs
     0.02%     0.02%     0.00%    14828:unix_chkpwd    
     0.02%     0.02%     0.00%       16:pr/tty0        
     0.01%     0.01%     0.00%    11569:kworker/4:2-eve
     0.01%     0.01%     0.00%    14792:unix_chkpwd    
     0.01%     0.01%     0.00%    14798:kworker/1:1    
     0.01%     0.01%     0.00%    11512:kworker/u16:1-e
     0.01%     0.01%     0.00%    11346:kworker/2:2-mm_
     0.01%     0.01%     0.00%    11777:kworker/6:1-xfs
     0.01%     0.00%     0.01%    14696:MAMsgBus Client
     0.01%     0.00%     0.00%    14827:sudo           
     0.01%     0.01%     0.00%      774:xfsaild/dm-0   
     0.01%     0.00%     0.00%    14790:sudo           
     0.01%     0.01%     0.00%    14806:kworker/u16:0  
     0.01%     0.01%     0.00%      607:kworker/2:1H-xf
     0.01%     0.01%     0.00%    14789:perf           
     0.01%     0.00%     0.00%    14829:macmnsvc       
     0.01%     0.00%     0.00%    14825:masvc          
     0.00%     0.00%     0.00%      612:kworker/4:1H-xf
     0.00%     0.00%     0.00%        1:systemd        
     0.00%     0.00%     0.00%      348:kworker/5:1H-xf
     0.00%     0.00%     0.00%    11376:kworker/dying  
     0.00%     0.00%     0.00%    14811:ma             
     0.00%     0.00%     0.00%     4318:tmux: server   
     0.00%     0.00%     0.00%    14833:grep           
     0.00%     0.00%     0.00%    14824:sadc           
     0.00%     0.00%     0.00%       94:kworker/6:1H-kb
     0.00%     0.00%     0.00%      615:kworker/0:1H-kb
     0.00%     0.00%     0.00%       15:ksoftirqd/0    
     0.00%     0.00%     0.00%     7690:gmain          
     0.00%     0.00%     0.00%    14808:kworker/7:1    
     0.00%     0.00%     0.00%    14791:perf           
     0.00%     0.00%     0.00%     1036:irqbalance     
     0.00%     0.00%     0.00%     3065:macompatsvc    
     0.00%     0.00%     0.00%     1032:dbus-broker    
     0.00%     0.00%     0.00%      558:kworker/7:1H-xf
     0.00%     0.00%     0.00%    11816:fapolicyd      
     0.00%     0.00%     0.00%     1057:systemd-logind 
     0.00%     0.00%     0.00%       82:kcompactd0     
     0.00%     0.00%     0.00%      308:kworker/3:1H-kb
     0.00%     0.00%     0.00%    14796:xargs          
     0.00%     0.00%     0.00%    14698:MAMsgBus Client
     0.00%     0.00%     0.00%       37:ksoftirqd/3    
     0.00%     0.00%     0.00%    14794:bash           
     0.00%     0.00%     0.00%    14810:sh             
     0.00%     0.00%     0.00%    14809:crond          
     0.00%     0.00%     0.00%     1045:polkitd        
     0.00%     0.00%     0.00%    14690:mfetpd         
     0.00%     0.00%     0.00%       61:ksoftirqd/7    
     0.00%     0.00%     0.00%    11206:sshd           
     0.00%     0.00%     0.00%    14834:wc             
     0.00%     0.00%     0.00%    14830:ma             
     0.00%     0.00%     0.00%     1132:gmain          
     0.00%     0.00%     0.00%     1037:lsmd           
     0.00%     0.00%     0.00%    14838:grep           
     0.00%     0.00%     0.00%    11818:fapolicyd      
     0.00%     0.00%     0.00%       30:migration/2    
     0.00%     0.00%     0.00%      862:systemd-udevd  
     0.00%     0.00%     0.00%     3063:macompatsvc    
     0.00%     0.00%     0.00%       84:khugepaged     
     0.00%     0.00%     0.00%    14777:OAS Br WatchDog
     0.00%     0.00%     0.00%     3064:macompatsvc    
     0.00%     0.00%     0.00%    14716:mfetpd         
     0.00%     0.00%     0.00%     7689:packagekitd    
     0.00%     0.00%     0.00%       18:migration/0    
     0.00%     0.00%     0.00%       54:migration/6    
     0.00%     0.00%     0.00%       25:ksoftirqd/1    
     0.00%     0.00%     0.00%        2:kthreadd       


#
# (Tip: To count events in every 1000 msec: perf stat -I 1000)
#
