# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 163K of event 'cycles'
# Event count (approx.): 1568867483693
#
# Overhead       sys       usr      Pid:Command        
# ........  ........  ........  .......................
#
     0.01%     0.00%     0.00%    14900:tclsh          
     0.01%     0.01%     0.00%     1175:sshd           
     0.01%     0.01%     0.00%    14877:sshd           
     0.00%     0.00%     0.00%      774:xfsaild/dm-0   
     0.00%     0.00%     0.00%      308:kworker/3:1H-kb
     0.00%     0.00%     0.00%    11206:sshd           
     0.00%     0.00%     0.00%       84:khugepaged     
     0.00%     0.00%     0.00%    14863:perf           
     0.00%     0.00%     0.00%    14864:sudo           
     0.00%     0.00%     0.00%       94:kworker/6:1H-xf
     0.00%     0.00%     0.00%      615:kworker/0:1H-xf
     0.00%     0.00%     0.00%      607:kworker/2:1H-xf
     0.00%     0.00%     0.00%    14865:perf           
     0.00%     0.00%     0.00%    11201:sshd           
     0.00%     0.00%     0.00%     1036:irqbalance     
     0.00%     0.00%     0.00%     1032:dbus-broker    
     0.00%     0.00%     0.00%       55:ksoftirqd/6    
     0.00%     0.00%     0.00%     1132:gmain          
     0.00%     0.00%     0.00%     4318:tmux: server   
     0.00%     0.00%     0.00%    14919:mkdir          
     0.00%     0.00%     0.00%     3065:macompatsvc    
     0.00%     0.00%     0.00%    14731:Timeout Thread 
     0.00%     0.00%     0.00%    11816:fapolicyd      
     0.00%     0.00%     0.00%    14690:mfetpd         
     0.00%     0.00%     0.00%     3063:macompatsvc    
     0.00%     0.00%     0.00%     7690:gmain          
     0.00%     0.00%     0.00%     1045:polkitd        
     0.00%     0.00%     0.00%     1091:usbguard-daemon
     0.00%     0.00%     0.00%     1114:NetworkManager 
     0.00%     0.00%     0.00%       15:ksoftirqd/0    
     0.00%     0.00%     0.00%    14923:kworker/3:2    
     0.00%     0.00%     0.00%    14716:mfetpd         
     0.00%     0.00%     0.00%    14867:time           
     0.00%     0.00%     0.00%     1208:crond          
     0.00%     0.00%     0.00%       82:kcompactd0     
     0.00%     0.00%     0.00%      558:kworker/7:1H-kb
     0.00%     0.00%     0.00%    14870:xargs          
     0.00%     0.00%     0.00%    14879:grepconf.sh    
     0.00%     0.00%     0.00%    14763:FA Queue Health
     0.00%     0.00%     0.00%    14881:grepconf.sh    
     0.00%     0.00%     0.00%    14894:sed            
     0.00%     0.00%     0.00%    14868:bash           
     0.00%     0.00%     0.00%     3064:macompatsvc    
     0.00%     0.00%     0.00%    14869:seq            
     0.00%     0.00%     0.00%     1031:dbus-broker-lau
     0.00%     0.00%     0.00%    14920:rm             
     0.00%     0.00%     0.00%    14888:bash           
     0.00%     0.00%     0.00%    14882:grep           
     0.00%     0.00%     0.00%    14884:grep           
     0.00%     0.00%     0.00%    14777:OAS Br WatchDog


#
# (Tip: To record every process run by a user: perf record -u <user>)
#
