procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 EDT
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 EDT
 3  0      0 28349168      0 1794740    0    0     0  8443 63032 130493 10 26 63  0  0 2024-03-18 19:19:34
 4  0      0 28460168      0 1791368    0    0     0 19361 65497 143365  9 24 66  0  0 2024-03-18 19:19:35
 0  0      0 28448176      0 1792192    0    0     0 11959 60364 131710 13 30 57  0  0 2024-03-18 19:19:36
 5  0      0 28437372      0 1791988    0    0     0 10162 69179 151129 12 27 60  0  0 2024-03-18 19:19:37
 1  0      0 28493872      0 1750344    0    0     0  8991 59621 139942 11 26 63  0  0 2024-03-18 19:19:38
 4  0      0 28477592      0 1750320    0    0     0 10553 62183 133691 12 28 60  0  0 2024-03-18 19:19:39
 3  0      0 28490548      0 1750692    0    0     0 10227 66030 143735 12 28 60  0  0 2024-03-18 19:19:40
 3  0      0 28468740      0 1749124    0    0     0  8727 60667 144488 11 25 63  0  0 2024-03-18 19:19:41
 2  0      0 28473288      0 1748392    0    0     0  9514 62608 131892 12 28 60  0  0 2024-03-18 19:19:42
 4  0      0 28466504      0 1748336    0    0     0 10267 61716 150727 12 26 62  0  0 2024-03-18 19:19:43
 1  0      0 28706500      0 1746160    0    0     0 28953 65488 150087 12 31 57  0  0 2024-03-18 19:19:44
 3  0      0 28697576      0 1745940    0    0     0 10404 63547 135046 11 28 61  0  0 2024-03-18 19:19:45
 3  0      0 28681068      0 1752148    0    0     0  8991 59358 123152 13 26 61  0  0 2024-03-18 19:19:46
 4  0      0 28716812      0 1718560    0    0     0  8967 61069 120137 17 32 51  0  0 2024-03-18 19:19:47
 3  0      0 28840824      0 1644372    0    0     0  9416 72550 159504 11 31 58  0  0 2024-03-18 19:19:48
 4  0      0 28828100      0 1642996    0    0     0  9230 60132 138452 12 26 62  0  0 2024-03-18 19:19:49
 4  0      0 28940344      0 1641612    0    0     0 38132 58303 120281 11 29 59  0  0 2024-03-18 19:19:50
 2  0      0 28933856      0 1648492    0    0     0  9147 63325 141227 11 27 62  0  0 2024-03-18 19:19:51
 5  0      0 28916576      0 1647724    0    0     0  9650 65069 142683 11 27 61  0  0 2024-03-18 19:19:52
 2  0      0 28922860      0 1646176    0    0     0  8287 62745 139999 11 24 65  0  0 2024-03-18 19:19:53
 1  0      0 29004656      0 1606460    0    0     0 10434 65851 148238 11 31 57  0  0 2024-03-18 19:19:54
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 EDT
 4  0      0 28984816      0 1606332    0    0     0 10480 59711 129204 12 28 60  0  0 2024-03-18 19:19:55
 3  0      0 28982124      0 1605840    0    0     0  9587 62211 139789 12 26 62  0  0 2024-03-18 19:19:56
 2  0      0 28985356      0 1604892    0    0     0  9216 65158 141882 11 26 63  0  0 2024-03-18 19:19:57
 4  0      0 29003816      0 1604404    0    0     0 23807 57410 123513 12 27 60  0  0 2024-03-18 19:19:58
 3  0      0 28982296      0 1596376    0    0     0 10512 66432 144433 12 29 59  0  0 2024-03-18 19:19:59
 4  0      0 28967724      0 1596348    0    0     0 10244 61988 129129 12 28 60  0  0 2024-03-18 19:20:00
 0  0      0 28969616      0 1596456    0    0     0 10676 60097 137109 12 28 60  0  0 2024-03-18 19:20:01
 5  0      0 28957948      0 1594908    0    0     0  9095 64913 136506 11 26 62  0  0 2024-03-18 19:20:02
 6  0      0 28946800      0 1593856    0    0     0  9174 59409 130835 11 26 62  0  0 2024-03-18 19:20:03
 3  0      0 28931244      0 1600576    0    0     0  8778 67271 145628 11 26 63  0  0 2024-03-18 19:20:04
 3  0      0 29045656      0 1597620    0    0     0  8467 60348 128618 10 25 65  0  0 2024-03-18 19:20:05
 3  0      0 29105360      0 1597492    0    0     0 22052 64830 134272 12 29 60  0  0 2024-03-18 19:20:06
 2  0      0 29090344      0 1596540    0    0     0 10037 66659 141358 12 27 61  0  0 2024-03-18 19:20:07
 3  0      0 29093920      0 1594804    0    0     0  9093 72727 146878 11 26 63  0  0 2024-03-18 19:20:08
 5  0      0 29098016      0 1586040    0    0     0  8947 72747 155265 11 26 63  0  0 2024-03-18 19:20:09
 2  0      0 29113020      0 1561456    0    0     0 10758 64919 137159 12 29 59  0  0 2024-03-18 19:20:10
 2  0      0 29089544      0 1553016    0    0     0 10857 64272 136353 12 30 58  0  0 2024-03-18 19:20:11
 7  0      0 29309248      0 1552136    0    0   272 29485 66328 140486 11 30 58  0  0 2024-03-18 19:20:12
 4  0      0 29368508      0 1551076    0    0     0 10273 68536 143039 11 27 61  0  0 2024-03-18 19:20:13
 4  0      0 29362212      0 1550768    0    0     0 10121 66107 146410 12 28 60  0  0 2024-03-18 19:20:14
 3  0      0 29476196      0 1483112    0    0     0  8674 57122 167973 10 27 63  0  0 2024-03-18 19:20:15
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 EDT
 4  0      0 29465352      0 1490392    0    0    24  8379 52724 112009 13 23 64  0  0 2024-03-18 19:20:16
 4  0      0 29455980      0 1501488    0    0     0  9757 72082 147795 17 32 51  0  0 2024-03-18 19:20:17
 4  0      0 29438372      0 1501308    0    0     0 11330 64668 146522 12 30 58  0  0 2024-03-18 19:20:18
 4  0      0 29461792      0 1493028    0    0     0 21307 64155 135124 12 29 59  0  0 2024-03-18 19:20:19
 4  0      0 29642404      0 1490216    0    0     0 38811 57950 121934 12 31 57  0  0 2024-03-18 19:20:20
 0  0      0 29658404      0 1489876    0    0     0 11113 63259 135351 12 28 59  0  0 2024-03-18 19:20:21
 6  0      0 29675436      0 1489376    0    0     8 15971 60708 139661 12 27 61  0  0 2024-03-18 19:20:22
 4  0      0 29660220      0 1488304    0    0     0 10173 65851 141286 12 28 61  0  0 2024-03-18 19:20:23
 5  0      0 29651588      0 1487468    0    0     0  9649 78442 170422 11 28 61  0  0 2024-03-18 19:20:24
 3  0      0 29747668      0 1425720    0    0     0  9604 58572 120320 11 28 60  0  0 2024-03-18 19:20:25
 1  0      0 29742996      0 1423620    0    0     0  8324 65484 142070 11 25 64  0  0 2024-03-18 19:20:26
 3  0      0 29742468      0 1422680    0    0     0  8825 60438 132445 12 26 62  0  0 2024-03-18 19:20:27
 6  0      0 29750788      0 1422916    0    0     0 10816 66703 146255 12 28 60  0  0 2024-03-18 19:20:28
 1  0      0 29754028      0 1422208    0    0     0 24630 68223 149208 12 29 59  0  0 2024-03-18 19:20:29
 3  0      0 29728944      0 1421512    0    0     0  9587 70176 153879 12 26 62  0  0 2024-03-18 19:20:30
 1  0      0 29727192      0 1418116    0    0     0  9166 66056 144828 11 26 63  0  0 2024-03-18 19:20:31
 2  0      0 29735884      0 1415656    0    0     0  8773 60024 131477 11 25 63  0  0 2024-03-18 19:20:32
 3  0      0 29719808      0 1422124    0    0     0  9316 67442 170248 11 25 63  0  0 2024-03-18 19:20:33
 3  1      0 29721928      0 1419272    0    0     0  8732 61413 128838 12 24 64  0  0 2024-03-18 19:20:34
 0  0      0 29715892      0 1415372    0    0     0  6808 37637 80273  6 16 78  0  0 2024-03-18 19:20:35
 0  0      0 29715892      0 1415416    0    0     0     0  151  165  0  1 100  0  0 2024-03-18 19:20:36
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 EDT
 0  0      0 29715892      0 1415416    0    0     0     4  121  189  0  0 100  0  0 2024-03-18 19:20:37
 0  0      0 29715892      0 1415416    0    0     0     0   99  153  0  0 100  0  0 2024-03-18 19:20:38
 0  0      0 29715892      0 1415416    0    0     0     0   93  156  0  0 100  0  0 2024-03-18 19:20:39
